;score;day;origin;time;np;duration;device;osys;browser;nbsessions;location
897;145;1;letudiant;15;-1;509;Desktop;Windows;Edge;1;Commerce
898;132;1;letudiant;15;-1;458;Desktop;Mac OS X;Chrome;1;La Défense
899;119;1;facebook;15;-1;1455;Desktop;Windows;Chrome;2;Passy
900;157;1;facebook;16;-1;307;Mobile;Android;Facebook;1;Val-d'Oise
901;76;1;facebook;16;-1;479;Mobile;iOS;Facebook;1;Rue de Provence
902;60;1;google;16;-1;604;Desktop;Windows;Chrome;1;Bussy-Saint-Georges
903;86;1;website;16;-1;157;Mobile;iOS;Mobile Safari;1;La Défense
904;179;1;website;16;-1;527;Desktop;Windows;Chrome;1;Commerce
905;0;1;website;16;4;449;Mobile;Android;Chrome Mobile;1;None
906;152;1;facebook;16;-1;293;Mobile;Android;Facebook;1;Louvre
907;135;1;facebook;16;-1;210;Mobile;Android;Chrome Mobile;1;Val-d'Oise
908;95;1;website;14;-1;8882;Mobile;iOS;Facebook;2;La Défense
909;0;1;facebook;17;-1;269;Mobile;iOS;Facebook;1;None
910;154;1;website;17;5;361;Mobile;Android;Chrome Mobile;1;Vincennes
911;184;1;facebook;17;-1;240;Mobile;Android;Facebook;1;Val-d'Oise
912;37;1;facebook;17;-1;356;Mobile;Android;Facebook;1;Paris - Est
913;198;1;facebook;17;5;541;Mobile;Android;Facebook;1;Wagram
914;152;1;website;17;-1;314;Desktop;Windows;Chrome;1;Val-d'Oise
915;147;1;facebook;17;-1;299;Mobile;iOS;Facebook;1;Rue de Provence
916;27;1;website;17;-1;465;Desktop;Windows;Chrome;1;Rueil-Malmaison
917;142;1;facebook;18;5;531;Mobile;Android;Facebook;1;Paris - Est
918;0;1;facebook;18;-1;155;Mobile;Android;Facebook;1;None
919;82;1;website;18;-1;470;Mobile;iOS;Facebook;1;Paris - Est
920;60;1;google;18;5;736;Mobile;Android;Samsung Internet;1;Chelles
921;0;1;google;18;-1;359;Desktop;Windows;Chrome;1;None
922;110;1;google;18;-1;517;Mobile;iOS;Chrome Mobile iOS;1;Paris - Est
923;66;1;google;18;-1;270;Mobile;iOS;Mobile Safari;1;Paris - Est
924;141;1;facebook;18;-1;1046;Mobile;Android;Facebook;1;Convention
925;52;1;website;18;5;1125;Mobile;Android;Samsung Internet;2;Serris/Disney
926;157;1;google;19;-1;370;Mobile;iOS;Mobile Safari;1;Avenue De Choisy
927;223;1;website;19;-1;1399;Desktop;Windows;Chrome;2;Paris - Est
928;124;1;website;19;3;689;Mobile;Android;Facebook;1;Paris - Est
929;170;1;facebook;19;5;347;Mobile;Android;Chrome Mobile;1;La Défense
930;25;1;facebook;19;-1;510;Mobile;iOS;Facebook;1;Bussy-Saint-Georges
931;177;1;facebook;19;-1;457;Mobile;Android;Facebook;1;Commerce
932;112;1;google;19;4;813;Mobile;Android;Chrome Mobile;1;Paris - Est
933;144;1;website;19;4;435;Desktop;Windows;Chrome;1;Vincennes
934;169;1;website;20;-1;1087;Desktop;Windows;Chrome;2;Champs Élysées Avenue
935;56;1;android;19;-1;5254;Desktop;Chrome OS;Chrome;2;Vincennes
936;85;1;website;20;-1;274;Mobile;iOS;Facebook;1;Rueil-Malmaison
937;194;1;google;20;-1;1695;Mobile;Android;Chrome Mobile;1;Paris - Est
938;199;1;website;20;5;1501;Desktop;Windows;Chrome;1;La Défense
939;102;1;facebook;20;5;700;Mobile;Android;Facebook;1;Vincennes
940;117;1;facebook;21;-1;459;Mobile;Android;Facebook;1;La Défense
941;70;1;facebook;21;-1;254;Mobile;Android;Facebook;1;La Défense
942;88;1;google;21;-1;319;Mobile;iOS;Mobile Safari;1;La Défense
943;86;1;website;21;-1;745;Mobile;Android;Chrome Mobile;1;Louvre
944;115;1;website;21;-1;303;Mobile;iOS;Facebook;1;Val-d'Oise
945;85;1;google;21;-1;316;Desktop;Windows;Chrome;1;Paris - Est
946;0;1;website;22;-1;245;Mobile;iOS;Facebook;1;None
947;70;1;website;22;-1;866;Mobile;Android;Samsung Internet;1;Paris - Est
948;106;1;facebook;22;-1;342;Mobile;Android;Facebook;1;Paris - Est
949;132;1;website;22;1;597;Mobile;Android;Chrome Mobile;1;Val-d'Oise
950;140;1;facebook;22;-1;1757;Desktop;Windows;Chrome;2;La Défense
951;198;1;letudiant;22;4;875;Desktop;Windows;Chrome;1;Chelles
952;97;1;facebook;22;-1;243;Mobile;Android;Facebook;1;Paris - Est
953;90;1;facebook;23;-1;344;Mobile;Android;Facebook;1;Val-d'Oise
954;155;1;facebook;23;4;347;Mobile;Android;Facebook;1;Paris - Est
955;192;1;facebook;23;-1;468;Desktop;Windows;Chrome;1;La Défense
956;120;2;letudiant;0;-1;285;Desktop;Mac OS X;Safari;1;Beaugrenelle
957;155;2;letudiant;0;-1;318;Desktop;Windows;Firefox;1;Nanterre Préfecture
958;102;2;website;0;-1;509;Desktop;Windows;Chrome;1;Rue de Provence
959;145;2;website;1;-1;648;Mobile;iOS;Mobile Safari;1;Paris - Est
960;118;2;website;3;-1;688;Mobile;iOS;Mobile Safari;1;Louvre
961;10;2;google;3;-1;245;Desktop;Windows;Firefox;1;Wagram
962;182;2;letudiant;5;-1;932;Mobile;iOS;Mobile Safari;1;Paris - Est
963;87;2;facebook;6;-1;500;Mobile;iOS;Facebook;1;Paris - Est
964;114;2;website;7;-1;342;Mobile;iOS;Mobile Safari;1;Victor Hugo
965;72;2;facebook;8;-1;461;Mobile;Android;Facebook;1;Vincennes
966;154;2;website;8;-1;269;Mobile;iOS;Mobile Safari;1;Commerce
967;151;2;facebook;8;-1;541;Mobile;Android;Facebook;1;Commerce
968;94;2;website;8;-1;169;Mobile;iOS;Mobile Safari;1;Champs Élysées Avenue
969;0;2;facebook;8;-1;189;Mobile;Android;Facebook;1;None
970;81;2;facebook;8;5;658;Mobile;Android;Facebook;1;Victor Hugo
971;160;2;facebook;8;-1;364;Mobile;iOS;Facebook;1;Paris - Est
972;71;2;facebook;8;-1;440;Mobile;Android;Facebook;1;Nanterre Préfecture
973;80;2;letudiant;8;-1;341;Desktop;Windows;Chrome;1;Val-d'Oise
974;130;2;facebook;8;-1;287;Mobile;Android;Facebook;1;Paris - Est
975;105;2;facebook;9;-1;726;Mobile;iOS;Facebook;1;La Défense
976;0;2;facebook;9;-1;158;Desktop;Mac OS X;Safari;1;None
977;174;2;facebook;9;-1;894;Mobile;Android;Facebook;1;Paris - Est
978;168;2;facebook;9;-1;909;Desktop;Windows;Chrome;1;Paris - Est
979;174;2;website;9;5;256;Mobile;Android;Chrome Mobile;1;Victor Hugo
980;0;2;android;9;-1;844;Mobile;Android;Chrome Mobile;1;None
981;144;2;website;10;1;414;Mobile;iOS;Facebook;1;Paris - Est
982;123;2;website;10;-1;235;Mobile;iOS;Mobile Safari;1;Paris - Est
983;132;2;website;10;-1;334;Mobile;iOS;Mobile Safari;1;La Défense
984;99;2;google;10;-1;1416;Desktop;Windows;Firefox;1;Lyon intramuros
985;165;2;website;10;-1;775;Mobile;iOS;Mobile Safari;1;Paris - Est
986;183;2;facebook;10;-1;303;Mobile;Android;Facebook;1;Louvre
987;189;2;facebook;10;-1;696;Mobile;iOS;Facebook;1;Rue de Provence
988;32;2;facebook;10;-1;832;Mobile;Android;Facebook;1;Rue de Provence
989;192;2;facebook;11;-1;247;Mobile;iOS;Facebook;1;Paris - Est
990;202;2;website;11;-1;690;Mobile;iOS;Facebook;1;Paris - Est
991;55;2;facebook;11;-1;429;Mobile;iOS;Facebook;1;Chelles
992;146;2;facebook;11;-1;379;Mobile;Android;Facebook;1;La Défense
993;163;2;facebook;11;-1;453;Mobile;Android;Facebook;1;La Défense
994;205;2;letudiant;11;-1;276;Mobile;iOS;Mobile Safari;1;Champs Élysées Avenue
995;72;2;facebook;12;4;308;Mobile;iOS;Facebook;1;Beaugrenelle
996;0;2;google;12;-1;278;Mobile;Android;Chrome Mobile;1;None
997;162;2;facebook;11;-1;5289;Mobile;Android;Facebook;2;Louvre
998;76;2;facebook;12;-1;324;Mobile;iOS;Facebook;1;Paris - Est
999;165;2;website;12;-1;559;Desktop;Windows;Chrome;1;Wagram
1000;169;2;google;12;5;386;Desktop;Mac OS X;Safari;1;La Défense
1001;106;2;facebook;13;-1;510;Mobile;Android;Facebook;1;Louvre
1002;90;2;website;13;-1;345;Mobile;iOS;Mobile Safari;1;Champs Élysées Avenue
1003;134;2;website;13;4;2376;Desktop;Windows;Chrome;2;Vincennes
1004;121;2;google;13;-1;416;Desktop;Mac OS X;Safari;1;Lyon intramuros
1005;197;2;website;13;-1;377;Desktop;Windows;Firefox;1;Val-d'Oise
1006;184;2;website;13;-1;777;Desktop;Windows;Chrome;1;Louvre
1007;0;2;google;13;3;1129;Desktop;Windows;Chrome;2;None
1008;169;2;facebook;13;-1;238;Mobile;iOS;Facebook;1;Vincennes
1009;99;2;facebook;14;-1;265;Mobile;Android;Facebook;1;Champs-sur-Marne
1010;180;2;google;14;-1;462;Desktop;Windows;Chrome;1;Louvre
1011;194;2;facebook;14;-1;481;Mobile;Android;Facebook;1;Champs-sur-Marne
1012;69;2;letudiant;14;3;339;Desktop;Windows;Firefox;1;Montparnasse
1013;65;2;google;14;5;165;Desktop;Windows;Opera;1;Serris/Disney
1014;204;2;website;14;-1;298;Desktop;Windows;Firefox;1;Rue de Provence
1015;172;2;google;14;-1;918;Desktop;Mac OS X;Chrome;1;Beaugrenelle
1016;185;2;website;14;-1;524;Mobile;iOS;Mobile Safari;1;Rue de Provence
1017;165;2;website;14;-1;324;Mobile;Android;Facebook;1;Victor Hugo
1018;142;2;website;14;-1;362;Mobile;Android;Chrome Mobile;1;La Défense
1019;205;2;facebook;14;-1;206;Mobile;iOS;Facebook;1;Rue de Provence
1020;161;2;facebook;14;-1;236;Mobile;Android;Facebook;1;Lagny-sur-Marne
1021;170;2;facebook;14;-1;647;Mobile;Android;Facebook;1;Austerlitz
1022;164;2;website;14;-1;795;Mobile;iOS;Mobile Safari;1;Nanterre Préfecture
1023;135;2;facebook;15;1;307;Mobile;Android;Facebook;1;Commerce
1024;180;2;website;15;5;915;Desktop;Windows;Chrome;1;Paris - Est
1025;139;2;google;9;-1;19807;Mobile;Android;Chrome Mobile;2;Val-d'Oise
1026;65;2;website;15;-1;770;Desktop;Windows;Chrome;1;Paris - Est
1027;156;2;website;15;-1;238;Mobile;iOS;Mobile Safari;1;Victor Hugo
1028;213;2;website;15;-1;628;Desktop;Windows;Chrome;1;Commerce
1029;80;2;website;15;-1;460;Mobile;Android;Facebook;1;La Défense
1030;111;2;website;15;-1;359;Mobile;iOS;Mobile Safari;1;Louvre
1031;58;2;facebook;16;-1;305;Tablet;iOS;Facebook;1;Louvre
1032;168;2;website;16;5;953;Desktop;Mac OS X;Safari;1;Val-d'Oise
1033;165;2;website;16;4;244;Desktop;Windows;Chrome;1;Champs Élysées Avenue
1034;77;2;website;16;-1;281;Mobile;Android;Samsung Internet;1;Louvre
1035;113;2;google;16;-1;236;Mobile;iOS;Mobile Safari;1;Vincennes
1036;70;2;facebook;16;5;415;Mobile;Android;Facebook;1;La Défense
1037;184;2;facebook;16;-1;1163;Mobile;iOS;Facebook;1;Serris/Disney
1038;199;2;website;16;-1;255;Mobile;iOS;Mobile Safari;1;Victor Hugo
1039;190;2;google;17;-1;460;Desktop;Windows;Chrome;1;La Défense
1040;130;2;facebook;17;-1;223;Mobile;iOS;Facebook;1;Paris - Est
1041;120;2;website;17;-1;177;Mobile;iOS;Facebook;1;Vincennes
1042;174;2;facebook;17;4;879;Desktop;Mac OS X;Chrome;1;Champs Élysées Avenue
1043;97;2;facebook;17;-1;792;Desktop;Windows;Chrome;1;Commerce
1044;97;2;website;17;-1;256;Desktop;Windows;Chrome;1;Commerce
1045;136;2;facebook;17;-1;319;Mobile;Android;Facebook;1;Louvre
1046;109;2;facebook;17;-1;497;Mobile;Android;Facebook;1;Vincennes
1047;162;2;facebook;17;-1;1091;Mobile;iOS;Facebook;1;La Défense
1048;47;2;website;17;-1;84191;Mobile;Android;Facebook;2;La Défense
1049;143;2;website;17;-1;293;Mobile;iOS;Mobile Safari;1;Rue de Provence
1050;60;2;facebook;18;-1;479;Mobile;Android;Facebook;1;Serris/Disney
1051;50;2;facebook;18;-1;347;Mobile;iOS;Facebook;1;Paris - Est
1052;172;2;facebook;18;-1;843;Mobile;Android;Facebook;1;Louvre
1053;96;2;google;18;-1;342;Desktop;Windows;Firefox;1;Civrieux-d'Azergues
1054;151;2;website;19;-1;225;Mobile;iOS;Mobile Safari;1;Val-d'Oise
1055;136;2;website;19;5;377;Mobile;iOS;Mobile Safari;1;Commerce
1056;78;2;website;19;-1;363;Mobile;Android;Facebook;1;Paris - Est
1057;134;2;facebook;19;-1;648;Mobile;iOS;Facebook;1;Montparnasse
1058;113;2;google;19;-1;220;Mobile;iOS;Mobile Safari;1;La Défense
1059;200;2;facebook;19;-1;874;Desktop;Windows;Chrome;1;Convention
1060;86;2;website;19;-1;778;Mobile;iOS;Mobile Safari;1;Paris - Est
1061;96;2;google;20;-1;295;Desktop;Windows;Firefox;1;Austerlitz
1062;222;2;facebook;20;5;552;Mobile;Android;Facebook;1;Austerlitz
1063;114;2;website;20;5;297;Desktop;Windows;Firefox;1;Lyon intramuros
1064;130;2;website;20;-1;836;Mobile;Android;Chrome Mobile;1;Paris - Est
1065;127;2;facebook;20;-1;514;Mobile;Android;Facebook;1;Vincennes
1066;115;2;facebook;21;-1;368;Mobile;iOS;Facebook;1;Val-d'Oise
1067;123;2;facebook;21;-1;403;Mobile;iOS;Facebook;1;Rue de Provence
1068;92;2;facebook;21;4;287;Mobile;Android;Facebook;1;Montparnasse
1069;80;2;website;21;-1;586;Mobile;iOS;Chrome Mobile iOS;1;Paris - Est
1070;159;2;facebook;22;5;762;Mobile;Android;Facebook;1;Nanterre Préfecture
1071;0;2;google;22;5;572;Desktop;Windows;Chrome;1;None
1072;185;2;website;23;-1;463;Mobile;iOS;Facebook;1;Val-d'Oise
1073;45;2;facebook;23;3;1306;Mobile;Android;Facebook;1;Victor Hugo
1074;181;2;google;23;-1;259;Desktop;Windows;Chrome;1;Lyon intramuros
1075;137;2;google;23;-1;140;Mobile;Android;Chrome Mobile;1;Paris - Est
1076;107;3;website;0;-1;287;Desktop;Windows;Chrome;1;Rue de Provence
1077;107;3;website;0;-1;421;Desktop;Windows;Chrome;1;Montparnasse
1078;67;3;website;0;-1;3453;Mobile;iOS;Mobile Safari;2;La Défense
1079;187;3;letudiant;0;-1;378;Desktop;Windows;Chrome;1;Vincennes
1080;174;3;website;0;-1;243;Desktop;Windows;Chrome;1;Lyon intramuros
1081;80;3;facebook;1;-1;661;Mobile;iOS;Facebook;1;La Défense
1082;63;3;website;1;3;584;Desktop;Windows;Chrome;1;Civrieux-d'Azergues
1083;162;3;letudiant;3;-1;1168;Desktop;Windows;Chrome;2;Champs-sur-Marne
1084;96;3;facebook;4;5;687;Mobile;iOS;Facebook;1;Austerlitz
1085;77;3;facebook;6;-1;488;Mobile;iOS;Facebook;1;Paris - Est
1086;135;3;website;6;-1;831;Mobile;iOS;Mobile Safari;1;Paris - Est
1087;187;3;website;6;-1;378;Desktop;Ubuntu;Firefox;1;Val-d'Oise
1088;151;3;letudiant;7;-1;401;Mobile;iOS;Mobile Safari;1;Claye Souilly
1089;93;3;website;7;-1;864;Desktop;Windows;Firefox;1;Champagne-au-Mont d'Or
1090;123;3;website;7;4;354;Desktop;Windows;Chrome;1;Chelles
1091;99;3;website;7;-1;642;Mobile;iOS;Mobile Safari;1;Lognes
1092;133;3;website;7;-1;971;Mobile;Android;Facebook;1;Louvre
1093;77;3;website;7;5;2205;Mobile;Android;Facebook;2;Champs Élysées Avenue
1094;120;3;facebook;7;-1;284;Mobile;iOS;Facebook;1;La Défense
1095;127;3;website;7;-1;998;Desktop;Windows;Chrome;1;Paris - Est
1096;183;3;letudiant;7;-1;353;Desktop;Windows;Chrome;1;Louvre
1097;79;3;website;8;3;488;Desktop;Mac OS X;Safari;1;Paris - Est
1098;0;3;website;8;-1;127;Mobile;iOS;Facebook;1;None
1099;143;3;facebook;8;-1;668;Mobile;iOS;Facebook;1;Convention
1100;71;3;facebook;9;-1;362;Mobile;Android;Facebook;1;Avenue De Choisy
1101;192;3;website;9;-1;391;Desktop;Windows;Chrome;1;La Défense
1102;221;3;website;9;-1;558;Desktop;Windows;Chrome;1;Paris - Est
1103;121;3;facebook;9;-1;674;Mobile;iOS;Facebook;1;Louvre
1104;142;3;website;10;-1;239;Desktop;Windows;Chrome;1;Vincennes
1105;136;3;website;10;-1;446;Desktop;Mac OS X;Firefox;1;Champs Élysées Avenue
1106;136;3;website;10;-1;191;Mobile;iOS;Mobile Safari;1;Champs Élysées Avenue
1107;89;3;facebook;10;-1;360;Mobile;iOS;Facebook;1;Vincennes
1108;50;3;google;10;-1;580;Mobile;iOS;Mobile Safari;1;Nanterre Préfecture
1109;141;3;android;1;-1;35100;Desktop;Windows;Chrome;2;Civrieux-d'Azergues
1110;44;3;website;10;-1;295;Mobile;iOS;Mobile Safari;1;Vincennes
1111;133;3;facebook;11;-1;390;Mobile;iOS;Facebook;1;La Défense
1112;91;3;letudiant;11;4;324;Desktop;Windows;Chrome;1;Convention
1113;105;3;website;11;5;399;Mobile;Android;Chrome Mobile;1;Paris - Est
1114;110;3;website;11;4;604;Desktop;Windows;Chrome;1;Champs-sur-Marne
1115;98;3;facebook;11;-1;261;Mobile;Android;Chrome Mobile;1;Passy
1116;92;3;website;11;4;6402;Desktop;Windows;Chrome;3;Vincennes
1117;81;3;facebook;11;-1;324;Mobile;Android;Facebook;1;Champs Élysées Avenue
1118;96;3;website;12;-1;545;Mobile;Android;Chrome Mobile;1;Val-d'Oise
1119;219;3;google;12;-1;459;Desktop;Windows;Chrome;1;Nanterre Préfecture
1120;153;3;website;12;-1;329;Mobile;iOS;Chrome Mobile iOS;1;Serris/Disney
1121;135;3;facebook;12;-1;801;Mobile;Android;Chrome Mobile;1;Vincennes
1122;46;3;facebook;12;-1;500;Mobile;Android;Chrome Mobile;1;Convention
1123;171;3;google;13;5;515;Desktop;Linux;Firefox;1;Lyon intramuros
1124;119;3;facebook;13;-1;592;Mobile;iOS;Facebook;1;Montparnasse
1125;70;3;website;13;-1;411;Desktop;Windows;Firefox;1;Louvre
1126;159;3;letudiant;22;-1;54563;Desktop;Windows;Opera;3;Nanterre Préfecture
1127;120;3;website;13;-1;201;Desktop;Windows;Chrome;1;Champs Élysées Galerie
1128;0;3;facebook;13;-1;301;Mobile;Android;Facebook;1;None
1129;217;3;website;14;-1;249;Desktop;Mac OS X;Safari;1;Paris - Est
1130;135;3;website;14;5;379;Desktop;Windows;Firefox;1;Lyon intramuros
1131;175;3;facebook;14;-1;296;Mobile;Android;Chrome Mobile;1;Val-d'Oise
1132;64;3;website;14;5;583;Mobile;Android;Facebook;1;Nanterre Rn13
1133;135;3;website;14;-1;265;Desktop;Windows;Chrome;1;Paris - Est
1134;109;3;website;14;-1;417;Desktop;Windows;Chrome;1;Montparnasse
1135;82;3;facebook;14;-1;297;Mobile;Android;Facebook;1;Val-d'Oise
1136;124;3;website;14;4;333;Desktop;Windows;Chrome;1;Champs Élysées Avenue
1137;96;3;google;15;-1;1323;Mobile;iOS;Mobile Safari;2;Paris - Est
1138;61;3;website;16;-1;415;Mobile;Android;Chrome Mobile;1;Serris/Disney
1139;0;3;facebook;16;-1;332;Mobile;Android;Facebook;1;None
1140;145;3;facebook;16;-1;923;Mobile;Android;Facebook;1;Vincennes
1141;105;3;website;16;3;416;Mobile;Android;Facebook;1;La Défense
1142;0;3;google;16;-1;254;Desktop;Mac OS X;Safari;1;None
1143;57;3;facebook;17;1;579;Mobile;Android;Facebook;1;Bussy-Saint-Georges
1144;154;3;website;17;5;483;Mobile;Android;Facebook;1;Vincennes
1145;111;3;facebook;17;-1;405;Mobile;iOS;Facebook;1;Vincennes
1146;135;3;website;17;-1;803;Mobile;Android;Facebook;1;Chelles
1147;65;3;website;18;-1;187;Mobile;Android;Chrome Mobile;1;Paris - Est
1148;131;3;google;18;-1;1495;Desktop;Mac OS X;Safari;1;Serris/Disney
1149;105;3;website;18;5;620;Mobile;Android;Chrome Mobile;1;Paris - Est
1150;115;3;facebook;18;-1;656;Mobile;Android;Facebook;1;Paris - Est
1151;0;3;website;19;-1;817;Mobile;Android;Chrome Mobile;1;None
1152;0;3;website;19;-1;186;Mobile;Android;Chrome Mobile;1;None
1153;161;2;website;21;-1;81355;Mobile;Android;Chrome Mobile;3;Vincennes
1154;89;3;facebook;20;-1;462;Mobile;iOS;Facebook;1;Victor Hugo
1155;107;3;facebook;20;-1;326;Mobile;Android;Facebook;1;Paris - Est
1156;62;3;website;20;-1;512;Mobile;Android;Chrome Mobile;1;Commerce
1157;85;3;website;20;1;397;Mobile;Android;Facebook;1;Bussy-Saint-Georges
1158;150;3;facebook;21;-1;538;Mobile;iOS;Facebook;1;Austerlitz
1159;180;3;website;21;-1;300;Mobile;iOS;Mobile Safari;1;Victor Hugo
1160;0;3;website;20;-1;1020;Desktop;Windows;Firefox;2;None
1161;0;3;website;21;-1;192;Mobile;Android;Facebook;1;None
1162;104;3;website;21;-1;387;Mobile;iOS;Mobile Safari;1;Beaugrenelle
1163;65;3;website;21;1;443;Mobile;Android;Chrome Mobile;1;Commerce
1164;98;3;website;21;-1;316;Mobile;Android;Chrome Mobile;1;Nanterre Préfecture
1165;209;3;website;20;-1;2980;Desktop;Windows;Firefox;1;Paris - Est
1166;85;3;website;21;-1;611;Mobile;Android;Chrome Mobile;1;Rue de Provence
1167;112;3;website;22;2;450;Mobile;Android;Facebook;1;Wagram
1168;152;3;website;22;3;58994;Mobile;iOS;Facebook;2;Beaugrenelle
1169;199;3;website;22;-1;254;Mobile;iOS;Mobile Safari;1;La Défense
1170;165;3;google;23;5;456;Mobile;Android;Samsung Internet;1;Nanterre Préfecture
1171;142;3;website;23;-1;510;Mobile;iOS;Mobile Safari;1;Lyon intramuros
1172;87;3;website;23;-1;600;Mobile;iOS;Mobile Safari;1;Bussy-Saint-Georges
1173;120;4;website;1;-1;181;Mobile;iOS;Mobile Safari;1;Val-d'Oise
1174;0;4;facebook;6;-1;211;Mobile;iOS;Facebook;1;None
1175;140;4;website;6;-1;963;Mobile;iOS;Mobile Safari;1;Val-d'Oise
1176;260;4;website;6;-1;588;Mobile;iOS;Mobile Safari;1;La Défense
1177;32;4;website;9;-1;300;Mobile;Android;Chrome Mobile;1;Commerce
1178;214;4;website;10;-1;547;Desktop;Windows;Chrome;1;Lyon intramuros
1179;122;4;google;11;3;434;Desktop;Windows;Chrome;1;Champagne-au-Mont d'Or
1180;65;4;facebook;11;-1;521;Mobile;iOS;Facebook;1;Rue de Provence
1181;0;4;website;11;4;547;Desktop;Windows;Chrome;1;None
1182;137;4;website;11;-1;528;Mobile;iOS;Mobile Safari;1;Paris - Est
1183;189;4;facebook;12;-1;356;Desktop;Windows;Chrome;1;Vincennes
1184;87;4;facebook;12;-1;544;Mobile;Android;Facebook;1;Louvre
1185;207;4;facebook;12;-1;457;Mobile;Android;Chrome Mobile;1;Nanterre Préfecture
1186;138;4;letudiant;13;4;1358;Mobile;Android;Chrome Mobile;1;Bussy-Saint-Georges
1187;175;4;google;13;-1;280;Mobile;iOS;Mobile Safari;1;La Défense
1188;212;4;website;13;-1;458;Desktop;Windows;Chrome;1;Louvre
1189;84;4;facebook;13;-1;322;Desktop;Windows;Edge;1;Louvre
1190;167;4;facebook;13;-1;359;Mobile;iOS;Facebook;1;Champs Élysées Avenue
1191;84;4;website;13;-1;435;Desktop;Windows;Chrome;1;Nanterre Préfecture
1192;172;4;google;14;5;456;Desktop;Windows;Chrome;1;Lognes
1193;112;4;website;14;5;702;Mobile;iOS;Facebook;1;Victor Hugo
1194;190;4;google;14;-1;362;Desktop;Windows;Firefox;1;Paris - Est
1195;140;4;website;14;-1;557;Desktop;Windows;Chrome;1;Lyon intramuros
1196;117;4;google;15;-1;494;Desktop;Windows;Firefox;1;Commerce
1197;0;4;google;15;-1;510;Mobile;iOS;Mobile Safari;1;None
1198;26;4;website;15;5;798;Mobile;Android;Facebook;1;Beaugrenelle
1199;126;4;facebook;15;-1;427;Mobile;Android;Facebook;1;Commerce
1200;142;4;letudiant;15;-1;1280;Desktop;Windows;Chrome;1;Austerlitz
1201;100;4;facebook;16;-1;466;Mobile;Android;Facebook;1;Passy
1202;149;4;website;16;-1;253;Desktop;Windows;Chrome;1;Rueil-Malmaison
1203;127;4;letudiant;16;5;370;Desktop;Windows;Chrome;1;Commerce
1204;135;4;facebook;16;5;713;Mobile;Android;Facebook;1;Nanterre Préfecture
1205;135;4;google;16;4;1613;Desktop;Windows;Chrome;1;La Défense
1206;174;4;facebook;17;5;523;Mobile;Android;Facebook;1;Vincennes
1207;120;4;website;17;-1;283;Desktop;Mac OS X;Firefox;1;Paris - Est
1208;120;4;website;17;-1;244;Desktop;Mac OS X;Firefox;1;La Défense
1209;175;4;website;17;-1;503;Mobile;Android;Chrome Mobile;1;Louvre
1210;98;4;facebook;17;-1;439;Desktop;Windows;Firefox;1;Passy
1211;65;4;facebook;17;-1;405;Mobile;iOS;Facebook;1;Champs Élysées Avenue
1212;137;4;facebook;19;3;319;Mobile;Android;Facebook;1;Louvre
1213;22;4;facebook;19;-1;740;Desktop;Windows;Firefox;1;Louvre
1214;82;4;facebook;20;-1;185;Mobile;Android;Facebook;1;Val-d'Oise
1215;177;4;facebook;20;-1;414;Mobile;iOS;Facebook;1;Paris - Est
1216;187;4;website;21;-1;260;Mobile;iOS;Mobile Safari;1;Louvre
1217;99;4;facebook;21;2;665;Mobile;Android;Facebook;1;Commerce
1218;57;4;facebook;21;-1;298;Mobile;iOS;Facebook;1;Wagram
1219;62;4;website;22;4;657;Mobile;Android;Chrome Mobile;1;Paris - Est
1220;65;4;website;22;-1;367;Mobile;Android;Chrome Mobile;1;Victor Hugo
1221;129;4;google;22;-1;435;Mobile;iOS;Mobile Safari;1;La Défense
1222;157;4;facebook;22;-1;293;Mobile;iOS;Facebook;1;Paris - Est
1223;177;4;website;22;5;510;Desktop;Windows;Chrome;1;Victor Hugo
1224;0;4;facebook;23;-1;191;Mobile;Android;Facebook;1;None
1225;142;4;facebook;23;-1;290;Mobile;Android;Facebook;1;Rue de Provence
1226;70;4;facebook;23;5;233;Mobile;Android;Facebook;1;Paris - Est
1227;41;4;website;23;-1;214;Mobile;Android;Chrome Mobile;1;Champs Élysées Galerie
1228;95;5;android;0;-1;280;Mobile;Android;Chrome Mobile;1;Passy
1229;124;5;google;1;5;635;Mobile;Android;Chrome Mobile;1;Louvre
1230;0;5;website;2;-1;157;Mobile;Android;Samsung Internet;1;None
1231;181;5;website;4;-1;490;Mobile;iOS;Mobile Safari;1;Lyon intramuros
1232;95;5;website;5;-1;208;Mobile;iOS;Mobile Safari;1;Val-d'Oise
1233;135;5;facebook;6;-1;317;Mobile;iOS;Facebook;1;Porte St-Cloud
1234;75;5;website;6;-1;360;Mobile;Android;Chrome Mobile;1;Val-d'Oise
1235;162;5;website;6;4;435;Mobile;Android;Chrome Mobile;1;Paris - Est
1236;154;5;facebook;7;1;646;Mobile;Android;Facebook;1;Louvre
1237;142;5;facebook;8;-1;275;Mobile;iOS;Facebook;1;Paris - Est
1238;105;5;google;9;-1;704;Mobile;iOS;Mobile Safari;1;Serris/Disney
1239;47;5;google;9;-1;368;Mobile;iOS;Mobile Safari;1;Louvre
1240;102;5;website;9;4;710;Desktop;Windows;Chrome;1;Nanterre Préfecture
1241;90;5;letudiant;9;-1;1377;Desktop;Windows;Chrome;1;Champs-sur-Marne
1242;95;5;website;9;-1;189;Mobile;iOS;Mobile Safari;1;Paris - Est
